"StudentID","Name","Address","Age","Gender","Ethnicity","ParentalEducation","StudyTimeWeekly","Absences","Tutoring","ParentalSupport","Extracurricular","Sports","Music","Volunteering","GPA","GradeClass"
"1529","Frank Strong","430 Taylor Prairie, West Mark, IA 68430","16","Male","Caucasian","Post Graduate","1","20","No","Low","Yes","No","Yes","No","0.68","F"
"1530","Benjamin Murray","06023 Sherry Radial, South Antonio, WA 43398","16","Female","Asian","PHD","1","16","Yes","Very High","No","No","No","No","1.89","F"
"1531","Mark Fowler","993 Melissa Crossroad Apt. 610, Woodsport, WI 62406","15","Male","Asian","Graduate","11","8","Yes","None","No","Yes","No","No","2.33","D"
"1532","Charles Gould Jr.","8334 Brown Shores, Coltonland, HI 02861","18","Male","Caucasian","Graduate","15","22","No","None","Yes","No","Yes","No","0.88","F"
"1533","Stephen Johnson","0439 Sue Forge, Adamschester, OR 59751","15","Female","Caucasian","High School","11","18","No","Moderate","No","No","Yes","No","1.41","F"
"1534","Alicia Preston","1151 Prince Park Suite 841, Johnsonland, NC 75325","15","Female","Other","PHD","17","24","No","High","No","Yes","Yes","Yes","1.66","F"
"1535","Haley Weaver","510 John Stream, Port Jamestown, KS 89236","17","Female","Asian","High School","1","17","No","High","Yes","No","No","No","1.34","F"
"1536","Patricia Martin","152 Merritt Alley, West Carlyland, OH 08239","16","Female","Other","Graduate","7","27","No","Very High","Yes","Yes","No","No","0.66","F"
"1537","Cody Ortega","729 Mary Parks Suite 144, Lake Karlachester, CO 36624","18","Female","Asian","High School","5","6","No","Low","No","No","Yes","No","2.15","D"
"1538","Samantha Murphy","492 Daniels Ramp Apt. 057, Nguyenside, WY 06101","17","Female","Caucasian","High School","9","8","No","Moderate","No","No","Yes","No","2.44","D"
"1539","Patrick Ramos","219 Jason Flats, North Timothy, SD 79221","15","Female","African American","Graduate","1","21","No","Low","No","No","No","No","0.27","F"
"1540","Michael Barnes","04821 Tucker Prairie Apt. 254, Carrillostad, MN 78699","16","Male","African American","PHD","19","25","No","High","No","No","Yes","No","1.32","F"
"1541","Casey Kemp","433 Johnson Port Apt. 756, Ginaland, ID 49769","17","Male","Caucasian","None","4","20","No","Moderate","Yes","No","No","No","0.82","F"
"1542","Mark James","Unit 7571 Box 0812, DPO AA 87988","16","Male","African American","Graduate","18","11","No","None","No","Yes","No","No","2.06","D"
"1543","Lori Jordan","634 Kimberly Fords, Lake Jamesland, FL 83026","17","Male","Asian","None","9","6","Yes","High","Yes","No","No","No","3.22","B"
"1544","Jordan Oliver","72634 Jones Wall, New Jill, OK 10954","16","Male","Caucasian","High School","20","13","Yes","Moderate","No","No","No","No","2.24","D"
"1545","Amy Green","2240 Hogan Lock Apt. 567, Lake Sydney, NC 93534","15","Female","Asian","Graduate","11","14","Yes","Moderate","No","Yes","No","No","1.91","F"
"1546","April Massey","97087 Karen Ville Suite 212, Port Kellyborough, RI 60566","18","Male","African American","Graduate","19","14","No","High","No","No","Yes","No","2.24","D"
"1547","Michael Chavez","5434 Kayla Course, Moranberg, OH 36868","15","Male","Other","High School","0","5","No","Low","Yes","No","No","No","2.25","D"
"1548","Bradley Leon","952 James Springs Suite 560, Jamesport, MN 87601","18","Male","Caucasian","High School","15","20","No","Low","Yes","Yes","Yes","No","1.89","F"
"1549","Brooke White","784 Michael Hollow, Port Waltermouth, IA 76663","16","Male","Caucasian","None","18","13","No","Low","No","No","Yes","No","2.21","D"
"1550","Danielle Houston","51538 Joel Island, Walkerville, KY 88417","17","Male","African American","High School","3","1","Yes","Moderate","No","Yes","No","No","3.34","B"
"1551","Timothy Short","00784 Dale Drive Apt. 461, Joshuafort, FL 97132","15","Male","Caucasian","PHD","2","7","No","Low","Yes","Yes","No","No","2.41","D"
"1552","Laura Smith","39005 Hunter Divide, Michaelburgh, IN 21388","18","Male","Asian","Post Graduate","8","12","No","High","No","Yes","No","No","2.16","D"
"1553","Jacqueline Fowler","074 Gilbert Bridge, Bryanshire, MS 14650","15","Female","Asian","High School","19","22","No","Low","No","Yes","No","No","1.17","F"
"1554","Glenn Barber","08707 Johnson Port Apt. 163, Lake Jennifer, KS 83056","18","Female","Caucasian","Graduate","11","5","No","Very High","No","No","No","No","2.58","C"
"1555","Victoria Roberts","311 Rose Stream Apt. 844, Latoyastad, MN 92589","15","Male","African American","Post Graduate","11","4","Yes","Low","No","Yes","No","No","3.02","B"
"1556","Mr. Darren Gray","1460 Kristen Islands, East Stephanie, OK 09671","18","Female","African American","None","3","4","No","Low","Yes","Yes","No","Yes","2.58","C"
"1557","Jeffrey Douglas","53818 Shelton Cape Apt. 557, Brownchester, RI 68390","18","Female","Caucasian","Post Graduate","0","24","No","Low","No","No","No","No","0.23","F"
"1558","Charles Friedman","180 Megan Shores, Deborahchester, HI 05197","16","Female","Other","Post Graduate","16","0","No","High","Yes","No","No","No","3.65","A"
"1559","Tina Lopez","870 Dorothy Fields Suite 461, Kennethton, IN 07916","18","Female","Asian","None","2","8","Yes","Moderate","Yes","Yes","No","No","2.61","C"
"1560","Tyler Zamora","4829 Jonathan Walks, East Ivan, ND 23443","16","Male","African American","High School","13","5","No","High","Yes","No","Yes","No","3.37","B"
"1561","Walter Davis","336 Michael Spring Apt. 324, Matthewsshire, ID 81443","18","Female","Asian","PHD","18","19","No","High","No","Yes","No","No","1.58","F"
"1562","Cody Ramirez","96859 Ponce Street Apt. 536, South Georgemouth, NJ 20529","17","Female","Caucasian","Graduate","4","25","No","Very High","No","No","Yes","No","0.78","F"
"1563","Laura Roth","44333 Hardy Pines, East Vernonstad, AR 90132","17","Female","Other","None","13","29","Yes","High","No","No","Yes","No","0.78","F"
"1564","Alyssa Anderson","9074 Catherine Terrace, Loganton, ND 33945","17","Male","African American","High School","2","6","No","None","No","No","Yes","No","2.33","D"
"1565","Michelle Grimes","016 Mitchell Islands Apt. 586, Brooksport, SD 48843","18","Male","Asian","Graduate","12","8","No","High","Yes","No","No","No","2.72","C"
"1566","Thomas Anderson","5702 Pineda Circle Apt. 883, East Jennifer, WV 91286","16","Male","Asian","Graduate","3","4","Yes","Very High","Yes","No","No","No","3.24","B"
"1567","Lindsey Jones","747 Carolyn Walk, Port Vincentbury, SC 48102","16","Male","Caucasian","Graduate","15","13","Yes","Very High","Yes","No","No","No","2.87","C"
"1568","Stacie Obrien","7765 Williams Lane, Floresmouth, NC 82797","18","Male","Asian","PHD","6","4","No","Low","No","No","No","No","2.33","D"
"1569","Katherine Brown","8922 Christine Grove, East Philipview, AR 72533","17","Male","Caucasian","High School","9","7","Yes","High","No","Yes","Yes","No","3.30","B"
"1570","Paul Eaton","656 Ryan Rue, Fritzton, MN 38126","17","Male","Caucasian","Graduate","12","6","No","Low","No","No","No","No","2.49","D"
"1571","Lori Young","2248 Sabrina Square Apt. 115, Lake Aprilmouth, IN 05726","16","Female","Caucasian","Graduate","3","12","Yes","Low","Yes","Yes","Yes","No","2.60","C"
"1572","Christopher Davis","559 Jacqueline Harbor Suite 083, East Benjaminview, NJ 32953","17","Female","Other","Graduate","15","12","No","High","No","No","No","No","2.12","D"
"1573","Erica Haynes","528 White Valleys, New Luistown, CO 79420","15","Female","Asian","High School","6","7","No","Very High","No","No","No","No","2.52","C"
"1574","Michelle Smith","PSC 6462, Box 7196, APO AA 40529","16","Male","Asian","PHD","13","10","Yes","Moderate","No","No","No","No","2.48","D"
"1575","Christy Ward","37872 Kimberly Island, South Matthew, MN 89783","17","Male","Asian","Post Graduate","3","27","Yes","High","Yes","No","No","No","0.78","F"
"1576","Eugene Mitchell","0012 Martinez Glens Apt. 888, Johnsonton, NY 42300","16","Male","African American","Graduate","14","25","No","None","Yes","No","No","No","0.77","F"
"1577","Susan Elliott","3498 Collins Locks Apt. 926, Bakershire, IL 51310","15","Male","Other","Graduate","3","17","Yes","None","Yes","No","No","No","1.28","F"
"1578","Daniel Woodard","62774 Andrews Cliffs Suite 979, New Elizabeth, GA 74586","16","Male","Caucasian","High School","9","24","No","Moderate","Yes","No","No","No","0.64","F"
"1579","Savannah Davis","3460 Benjamin Prairie, East David, NC 33188","16","Female","Caucasian","Graduate","5","18","Yes","Moderate","No","No","No","No","1.67","F"
"1580","Joann Gonzalez","USCGC Hall, FPO AE 38716","16","Female","Caucasian","Graduate","15","5","No","High","No","No","No","No","3.28","B"
"1581","David Stone","09286 Mayo Radial, Chelseastad, SD 20513","16","Male","Asian","Graduate","5","21","No","Moderate","No","Yes","No","No","0.74","F"
"1582","Melissa Allen","5814 Thomas Curve Suite 780, Lake Alice, DC 78156","15","Male","Asian","PHD","18","1","No","Moderate","No","No","No","Yes","3.33","B"
"1583","Mrs. Tammy Gillespie","92029 Daniels Wall Suite 831, Romerofort, IN 12694","18","Male","Caucasian","Graduate","18","27","No","Moderate","Yes","Yes","No","Yes","1.18","F"
"1584","Kevin Anderson","75499 Dawn Crossroad Apt. 334, Racheltown, NM 31344","16","Male","Caucasian","High School","4","12","No","Low","No","No","No","No","1.62","F"
"1585","Jeanne Williams","75433 Mclean Glen Suite 891, Georgeland, WA 28336","16","Female","Asian","Graduate","12","22","No","Very High","No","No","No","No","1.58","F"
"1586","David Stone","28821 Jones Wall, Zhangshire, OR 33063","17","Male","Caucasian","High School","2","24","No","Moderate","No","No","No","No","0.18","F"
"1587","Francisco Thompson","7444 Grant Course, East Kellyton, PA 82075","16","Male","Asian","High School","8","27","Yes","Moderate","No","No","No","No","0.47","F"
"1588","Gregory Hogan","USCGC Collins, FPO AP 86843","17","Male","Other","High School","14","25","No","High","Yes","Yes","No","No","1.30","F"
"1589","Ashley Dean","35120 Jeffrey Highway Apt. 541, Port Sethshire, TN 61047","18","Male","Caucasian","Graduate","13","10","No","Moderate","No","No","No","Yes","2.38","D"
"1590","Taylor Juarez","128 Banks Road Apt. 343, Port Amymouth, AK 46168","15","Female","Caucasian","Graduate","12","0","No","High","No","No","No","No","3.57","A"
"1591","Bobby Perry","635 Robles Plaza, North Janiceville, NV 41905","15","Male","Asian","Graduate","6","23","No","Low","No","No","No","No","0.28","F"
"1592","Jeffrey Lopez","95074 Stephanie Groves Apt. 180, South Priscilla, CO 62687","18","Male","Asian","Graduate","8","1","No","Low","No","No","No","No","2.42","D"
"1593","Jessica Mcbride","06055 Lara Meadow Suite 743, North Robert, KS 01245","15","Female","African American","Graduate","2","29","No","Very High","No","Yes","No","Yes","0.62","F"
"1594","John Reed","40078 Foster Garden, Henrystad, MT 88296","18","Female","Other","High School","14","16","No","High","No","No","No","No","1.80","F"
"1595","Raymond Short","6750 Thomas Flats, East Juan, ME 03588","18","Female","Caucasian","Post Graduate","10","7","No","Moderate","Yes","No","No","No","2.64","C"
"1596","James Oconnor","7097 Sandra Ferry, North Patriciatown, AR 22401","18","Male","African American","High School","14","1","No","High","No","No","No","Yes","3.44","B"
"1597","Sarah Johnson","432 Evans Drives Apt. 054, Woodwardview, ME 84047","15","Male","Asian","High School","5","5","No","Very High","No","No","Yes","Yes","2.74","C"
"1598","Samantha Myers","2670 Payne Inlet, West Rhondaport, IL 07350","17","Female","Asian","Graduate","6","21","Yes","Low","Yes","No","No","Yes","1.15","F"
"1599","Elaine Jacobson","6244 Garza Villages, West Jennifertown, MA 86879","18","Female","Caucasian","High School","7","4","No","None","No","No","No","No","2.41","D"
"1600","Megan Bell","3641 Amanda Trail, New Elizabethville, NC 35647","16","Female","Asian","None","1","15","Yes","Moderate","No","No","Yes","No","1.53","F"
"1601","Shawn Green","81856 Tracy Rapids Suite 499, Charleshaven, IA 01322","15","Female","African American","Graduate","7","7","No","Low","Yes","Yes","No","No","2.45","D"
"1602","Casey Turner","78026 Michael Loaf, Lawrenceburgh, ID 50822","18","Female","Caucasian","Graduate","16","18","Yes","Low","Yes","No","Yes","No","1.95","F"
"1603","Rodney Rice","6093 White Unions Suite 070, Nicoleton, PA 16836","18","Female","Caucasian","Graduate","18","15","No","High","Yes","No","No","No","2.29","D"
"1604","Peter Cruz","350 Alex Lodge Apt. 202, Millerburgh, SC 31848","16","Male","Asian","PHD","10","12","No","None","No","No","Yes","No","1.47","F"
"1605","Steven Rodriguez","86520 James Via, New Jeremy, GA 21657","17","Male","Caucasian","Graduate","9","25","Yes","High","No","No","No","Yes","1.11","F"
"1606","Megan Perez","400 Hoffman Common Apt. 840, North Jamesview, VT 11403","17","Male","Caucasian","Post Graduate","1","19","No","Moderate","No","Yes","No","Yes","1.21","F"
"1607","Kirk Patel","6025 Rodriguez Islands Suite 663, Vargasfort, IA 57383","17","Female","Caucasian","High School","18","6","No","Moderate","No","No","No","No","2.56","C"
"1608","Jeremy Clark","85405 Davis Court Apt. 860, Logantown, PA 90938","18","Female","Asian","Graduate","0","15","No","High","Yes","Yes","Yes","No","2.46","D"
"1609","Jessica Hardy","53315 Lambert Plains Apt. 445, Donaldbury, DE 69812","18","Female","African American","Post Graduate","19","22","Yes","Moderate","No","No","No","No","1.23","F"
"1610","Christopher Johnson","60266 Justin Islands Apt. 943, Christineborough, HI 76862","18","Female","Asian","Graduate","10","15","No","Low","No","No","No","Yes","1.59","F"
"1611","Michael Thomas","24128 Maria Groves, Wilsonborough, PA 65611","15","Female","Caucasian","Graduate","7","28","No","Low","Yes","No","No","No","0.31","F"
"1612","Toni Nelson","5352 Harris Mall, East Andrew, HI 61059","16","Female","African American","High School","18","11","Yes","High","Yes","No","No","No","2.77","C"
"1613","Elizabeth Dixon","Unit 9999 Box 3525, DPO AA 78081","18","Male","African American","None","0","13","No","Low","Yes","No","No","No","1.58","F"
"1614","David Bradley","19914 William Tunnel Suite 831, Lake Richardfurt, WV 70170","16","Male","Asian","Graduate","12","23","Yes","None","Yes","No","No","Yes","1.11","F"
"1615","Amanda Edwards","0842 Brenda Stravenue, North Coltonberg, RI 76157","16","Female","Other","High School","11","17","No","Very High","No","No","No","No","2.30","D"
"1616","Randy Garcia","1465 James Squares, Jennifertown, IL 16996","17","Male","Caucasian","Post Graduate","4","26","Yes","Very High","Yes","Yes","No","No","0.99","F"
"1617","Christopher Rose","USNV Mendoza, FPO AP 58879","15","Female","African American","High School","9","27","No","Moderate","No","Yes","Yes","Yes","0.17","F"
"1618","Katelyn Murphy","983 Galloway Ferry Suite 791, Port Claire, ID 16707","18","Male","Caucasian","PHD","13","17","No","None","No","No","No","No","0.99","F"
"1619","Daniel Nichols","5705 Kimberly Parks Suite 963, New Justinburgh, VA 18596","17","Female","African American","PHD","15","15","No","High","Yes","No","Yes","No","2.23","D"
"1620","Ryan Alvarado","486 Acosta Ridge Suite 773, Saundersville, NH 12581","17","Female","Caucasian","High School","0","19","No","High","Yes","No","No","No","1.38","F"
"1621","Mark Peters","949 Simpson Ramp, West Frankhaven, PA 04696","18","Male","Caucasian","High School","19","15","No","Low","Yes","Yes","No","No","2.13","D"
"1622","Robert Hill","8396 Rachel Fall Apt. 065, West Johnton, MI 29475","16","Male","Caucasian","Post Graduate","3","12","No","Low","Yes","No","Yes","No","1.87","F"
"1623","Peter Hall","0557 Angela Mill Apt. 129, Cruzville, ND 20123","17","Female","African American","PHD","5","25","No","High","Yes","No","Yes","No","1.25","F"
"1624","Evelyn Gonzalez","4086 Smith Extension Suite 989, Lake Kyle, NC 58714","16","Female","Caucasian","Graduate","5","28","No","Very High","No","No","No","No","0.30","F"
"1625","Krystal Guerrero","6932 Carr Knoll, East Charlesmouth, ID 24883","15","Male","Asian","High School","1","8","No","High","Yes","No","No","Yes","2.71","C"
"1626","Michelle Lopez","98433 Kayla Springs, Josephstad, MS 30120","16","Male","Caucasian","Graduate","2","25","No","Low","Yes","Yes","Yes","No","0.90","F"
"1627","John Welch","PSC 3430, Box 8444, APO AP 83339","15","Female","Caucasian","Graduate","20","27","No","Moderate","Yes","Yes","No","No","1.39","F"
"1628","Martha Silva","4110 Julie Estates Suite 178, West Chris, NY 17211","16","Male","Asian","High School","6","8","No","High","No","No","No","No","2.15","D"
"1629","Jennifer Leach","Unit 0240 Box 3187, DPO AA 78858","17","Female","Caucasian","Graduate","2","12","No","Low","No","No","No","No","1.45","F"
"1630","Melissa Lopez","Unit 7784 Box 7925, DPO AP 84769","17","Female","Caucasian","None","2","28","No","Low","Yes","No","Yes","No","0.00","F"
"1631","Heather Pittman","0285 Martinez Squares, Eddieburgh, MN 31022","15","Female","African American","None","14","3","Yes","Low","No","No","No","No","3.09","B"
"1632","Glenn Barber","60509 David Way, Port Russellmouth, WY 80994","18","Female","Caucasian","High School","17","8","No","Moderate","No","No","No","No","2.58","C"
"1633","Kevin Bennett","507 Chad Rest Apt. 837, Huntville, ID 53447","15","Male","Caucasian","High School","5","14","No","Moderate","No","No","No","No","1.96","F"
"1634","Scott Watkins","USS Watts, FPO AP 19054","15","Male","Caucasian","High School","0","13","No","High","No","Yes","No","No","1.88","F"
"1635","Scott Watson","5191 Brown Pine Suite 455, Phillipsshire, GA 81518","16","Male","Other","Graduate","4","18","Yes","High","Yes","Yes","No","No","1.63","F"
"1636","Travis Taylor","2716 Katherine Ports Apt. 072, Emmaview, WA 95228","16","Male","African American","High School","1","11","No","Very High","No","No","Yes","No","2.37","D"
"1637","Patricia Jackson","3404 Cole Estates Apt. 853, Youngville, OK 32360","15","Male","African American","High School","2","20","Yes","High","Yes","No","No","No","1.28","F"
"1638","Patrick Cooper","60788 Patricia Drives, West Latashaton, NE 91151","17","Male","African American","High School","9","25","No","Low","No","No","No","Yes","0.16","F"
"1639","Dennis Anderson","809 Franklin Springs, North Crystal, ID 13134","16","Male","Caucasian","PHD","5","24","Yes","Moderate","No","Yes","Yes","Yes","1.28","F"
"1640","Russell Gay","342 Russell Key Suite 823, New Sonya, MS 15803","18","Female","Caucasian","Graduate","10","5","No","Moderate","No","Yes","No","No","2.66","C"
"1641","Brooke Garcia","PSC 6152, Box 7773, APO AE 58298","16","Male","Asian","Graduate","5","2","No","None","Yes","No","Yes","No","2.68","C"
"1642","Tina Sanchez","36438 David Streets Suite 027, North Victorstad, MT 62159","16","Male","Caucasian","Graduate","19","25","No","Very High","No","Yes","No","No","1.64","F"
"1643","Felicia Garcia","4767 Lewis Fords Suite 229, Port Jacob, AK 71773","18","Female","Caucasian","PHD","18","24","Yes","None","Yes","Yes","No","No","1.40","F"
"1644","Lisa Knight","7527 Simmons Spur, West Williammouth, OH 49057","15","Male","Caucasian","High School","11","21","Yes","Moderate","Yes","No","No","No","1.61","F"
"1645","Cindy Miller","Unit 9113 Box 0017, DPO AA 27390","18","Male","Caucasian","Graduate","7","19","No","Moderate","Yes","No","Yes","No","1.19","F"
"1646","Kathy Hill","970 Anderson Drives, Amybury, NM 43913","15","Female","Other","Graduate","8","15","No","Moderate","Yes","No","Yes","No","2.02","D"
"1647","Danielle Robinson","445 Delgado Mission, South Ashlee, CA 09349","15","Male","Caucasian","Graduate","8","29","No","High","No","No","No","Yes","0.24","F"
"1648","Logan Larson","661 Jason Neck, East Christophershire, MA 40845","15","Male","African American","None","15","19","No","Moderate","No","No","No","No","1.25","F"
"1649","Stephen Morris","933 Sarah Valley, Lake Roberthaven, WV 99463","18","Male","Caucasian","Graduate","9","23","No","Low","No","No","Yes","No","0.85","F"
"1650","Matthew Kennedy","412 James Path Suite 516, Pachecomouth, GA 18155","15","Female","Other","None","17","22","No","Low","No","No","No","No","0.97","F"
"1651","Kathleen Smith","423 Mclean Keys Apt. 296, South Maria, RI 09605","17","Male","Caucasian","Graduate","19","16","Yes","Very High","Yes","Yes","No","No","2.42","D"
"1652","Matthew Campbell","9250 Perry Way Apt. 747, Markberg, CT 67719","18","Male","Caucasian","Graduate","7","15","No","Low","Yes","No","No","No","1.74","F"
"1653","Randy Lopez","9325 David River, East Cynthiamouth, AR 84288","17","Female","Asian","High School","11","5","No","Low","No","No","Yes","No","2.85","C"
"1654","Cheryl Osborne","91330 Simmons Parkway, East Taylormouth, MD 73010","15","Male","Asian","Post Graduate","2","7","No","Moderate","No","No","No","No","2.04","D"
"1655","Diana Patton DDS","62283 Smith Unions Suite 088, East David, NH 78117","16","Female","Caucasian","None","4","18","Yes","Low","Yes","No","No","No","1.54","F"
"1656","Beverly Byrd","Unit 4997 Box 4662, DPO AE 70455","15","Female","Caucasian","Post Graduate","8","29","Yes","Moderate","No","No","Yes","No","0.73","F"
"1657","Ryan Schroeder","427 Benjamin Brooks, Hansenmouth, LA 20979","17","Male","Caucasian","Graduate","4","24","No","High","Yes","No","No","No","0.50","F"
"1658","Walter Ross","4007 Bobby Light, Port Kristopher, PA 77553","17","Female","Caucasian","High School","18","25","Yes","High","No","No","No","No","1.12","F"
"1659","Perry Hebert","90379 Walker Corners, Port Rodneyfurt, SD 19639","18","Female","Caucasian","High School","3","1","Yes","High","No","Yes","No","No","2.96","C"
"1660","Anthony Tate","66620 Patel Unions, Richardton, KY 19058","16","Male","Caucasian","PHD","9","13","No","Low","Yes","Yes","Yes","No","2.30","D"
"1661","Kimberly Flynn","297 David Run, Port Daniel, OR 53422","18","Female","Caucasian","None","12","21","No","Moderate","No","Yes","No","No","1.35","F"
"1662","Michael Fowler","3190 Sue Crossroad Apt. 025, Port Chris, AZ 39184","17","Female","Caucasian","High School","14","11","Yes","None","Yes","No","No","No","2.13","D"
"1663","Janet Giles","517 Patricia Grove Suite 971, Sydneyfurt, SC 69776","15","Male","African American","High School","8","16","No","None","Yes","No","No","Yes","1.30","F"
"1664","Justin Clayton","64529 Andrew Road Apt. 173, New Chelsea, IN 57697","16","Male","Other","Graduate","17","27","No","Moderate","Yes","No","No","No","0.75","F"
"1665","Deborah Alvarez","Unit 6510 Box 3958, DPO AA 77930","15","Male","African American","Graduate","11","26","No","Low","Yes","Yes","Yes","No","0.53","F"
"1666","Jay Williams","4960 Amy Land, Lake Michaelville, MO 76202","15","Female","Caucasian","High School","9","14","No","High","No","No","No","No","2.07","D"
"1667","Jennifer Thompson","8899 Waters Lane, Tamarafort, AR 65511","16","Male","Caucasian","High School","1","17","Yes","High","Yes","Yes","No","No","1.99","F"
"1668","George Cook","96808 Donald Circle Apt. 871, Natalieport, NE 04122","18","Female","Other","High School","9","15","No","High","Yes","No","No","Yes","1.90","F"
"1669","Patty Williams","8684 Michael Alley Suite 116, Timothyberg, FL 88786","15","Female","Caucasian","High School","16","12","No","High","Yes","Yes","No","No","2.61","C"
"1670","Christopher Hamilton","27257 Juarez Pass, Williamfurt, MD 32850","17","Female","Caucasian","Graduate","12","20","Yes","None","Yes","Yes","Yes","No","1.81","F"
"1671","James Coffey","98940 Rebecca Ramp, Port Ericaside, NM 46979","15","Female","African American","Graduate","17","16","No","Moderate","Yes","No","No","No","1.58","F"
"1672","Ashley Winters","0342 White Burg Apt. 883, Knappmouth, NY 91197","16","Female","African American","High School","10","7","No","Low","No","Yes","No","No","2.27","D"
"1673","Hector Allen","937 Barbara Common Suite 352, Ronaldside, DC 59695","16","Female","African American","High School","2","0","Yes","Moderate","Yes","No","No","No","3.36","B"
"1674","Elizabeth Mcdonald","133 Mark Landing, Gabrielburgh, WV 28958","16","Female","Caucasian","High School","0","28","No","Low","Yes","Yes","No","No","0.48","F"
"1675","Ryan Hendricks","198 Michelle Park, Laurenville, ND 50574","18","Male","Caucasian","PHD","6","24","No","None","Yes","Yes","No","No","0.20","F"
"1676","Emily Parsons PhD","2371 Christine Keys Apt. 343, Zhangland, WA 52318","15","Male","Other","PHD","14","25","No","Moderate","No","Yes","Yes","Yes","1.27","F"
"1677","Jasmine Walters","72152 Atkinson Mill Suite 625, Yvonnefort, DE 60034","18","Female","Caucasian","Post Graduate","16","26","No","High","Yes","No","No","No","0.88","F"
"1678","Peter Dixon","54870 Caleb Track, Josephchester, IN 87821","18","Female","African American","High School","6","2","Yes","High","No","No","No","No","3.12","B"
"1679","Erica Martin","18620 Jessica Light, Michaelbury, NC 58827","16","Male","Asian","None","10","15","No","Moderate","No","Yes","No","Yes","1.80","F"
"1680","Charles Wright","79178 Cassandra Knolls Apt. 380, Marshallberg, ME 22921","16","Female","African American","High School","8","27","No","Moderate","Yes","Yes","Yes","No","0.68","F"
"1681","Michael Davis","79865 Richard Mills, South Adrienne, ME 68225","18","Male","Caucasian","High School","8","1","No","Moderate","Yes","No","No","Yes","2.90","C"
"1682","Jeffrey Mahoney","95333 Robert Parks, Brianbury, AZ 41795","15","Male","Caucasian","Graduate","5","14","No","High","No","No","No","Yes","1.73","F"
"1683","Pamela Scott","2144 Odonnell Stream Suite 205, Candiceport, TX 66327","17","Male","African American","Graduate","3","0","Yes","None","Yes","No","Yes","No","3.56","A"
"1684","Amy Tyler","7316 Aguilar Burg, South Phillipborough, MO 01408","18","Female","Asian","Post Graduate","4","8","Yes","High","No","Yes","No","No","2.53","C"
"1685","Casey Sellers","5174 Brandon Prairie, Ambertown, NM 34082","15","Female","Other","Post Graduate","1","15","Yes","Moderate","No","Yes","No","No","1.59","F"
"1686","Destiny Potter","58457 Harris Meadows, Herreraville, LA 85017","16","Male","Caucasian","High School","4","3","No","Low","No","No","Yes","Yes","2.37","D"
"1687","Michelle Myers","649 Gordon Meadow Apt. 832, New Charlotte, MO 10154","16","Male","Caucasian","Graduate","0","11","Yes","None","Yes","No","No","No","1.81","F"
"1688","Robert Steele","60462 Brian Harbor Apt. 032, Lake Sarah, MI 25818","15","Male","Other","High School","13","0","No","Low","No","No","No","No","2.83","C"
"1689","David Porter","8121 Danielle Wells, Matthewland, NH 38080","17","Male","Asian","None","6","0","Yes","Moderate","No","No","No","Yes","3.05","B"
"1690","Heather Rodriguez","17226 Anderson Mission, South Jennifer, HI 31434","16","Male","Asian","Graduate","19","6","Yes","High","Yes","Yes","No","No","3.63","A"
"1691","William Mercer","71687 Jones Plain Suite 070, Garrettburgh, WA 93978","16","Female","Caucasian","None","4","17","No","Moderate","No","No","No","Yes","0.93","F"
"1692","Peter Johnson","925 Daniel Manors Apt. 559, New Richardtown, NE 32411","16","Male","African American","Graduate","7","22","No","Moderate","Yes","No","No","No","1.33","F"
"1693","Yesenia Morrison","558 Morgan Mission, Georgeport, OR 96307","15","Female","Asian","High School","7","27","No","Very High","Yes","Yes","No","Yes","0.78","F"
"1694","Michael Wagner","86810 Megan Crescent Apt. 181, East Jennifer, CT 19997","18","Male","African American","Graduate","0","22","No","Low","Yes","No","No","No","0.88","F"
"1695","Jennifer Davis","9525 Shepherd Flat Apt. 550, Schmittville, MT 17301","16","Female","Caucasian","Graduate","17","14","Yes","Low","No","No","No","No","2.40","D"
"1696","Toni Wagner","PSC 6672, Box 3914, APO AE 29794","18","Female","Caucasian","High School","1","25","No","Moderate","No","Yes","No","No","0.76","F"
"1697","Mrs. Mary Cherry","30161 Amber Circles Apt. 990, Haleport, FL 41262","17","Female","African American","Post Graduate","19","29","No","High","Yes","No","No","No","1.03","F"
"1698","Mark Espinoza","0414 Cook Village Suite 490, North Jeremyland, MA 10405","16","Female","Caucasian","High School","18","24","No","High","No","Yes","No","No","1.44","F"
"1699","Joshua Brown","20781 Gardner Hollow Suite 411, Stevenborough, NC 67409","16","Female","Caucasian","Graduate","11","12","Yes","Moderate","No","No","No","No","2.21","D"
"1700","Richard Robertson","1434 Hicks Highway Suite 070, Melissaview, MN 22230","17","Female","Other","Graduate","11","15","No","Very High","No","Yes","Yes","No","2.51","C"
"1701","Kristina Williams","36216 Byrd Mount Suite 499, Port Heathertown, TX 49545","16","Male","Caucasian","Graduate","13","6","No","High","No","No","No","No","2.69","C"
"1702","Eduardo Simmons III","6921 Price Loaf Suite 586, Justinland, MS 80088","18","Female","Asian","PHD","8","15","No","None","Yes","No","No","No","1.61","F"
"1703","Chloe Lyons","4543 King Lane, Michealton, MT 92948","15","Male","Caucasian","High School","13","12","No","High","Yes","No","Yes","Yes","2.71","C"
"1704","Alexis Nichols","60425 Webster Wall, Port Andrewfurt, WV 95378","18","Female","African American","Graduate","1","13","No","None","No","Yes","No","No","1.53","F"
