"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit","customer_id-2","customer_name","segment","age","country","city","state","postal_code","region","product_id-2","category","sub_category","product_name"
690,"US-2014-117135","2014-06-21","2014-06-23","Second Class","NP-18325","FUR-FU-10004071","104.01",1,"0","14.5614","NP-18325","Naresj Patel","Consumer",70,"United States","Waynesboro","Virginia","22980","South","FUR-FU-10004071","Furniture","Furnishings","Luxo Professional Magnifying Clamp-On Fluorescent Lamps"
691,"US-2014-117135","2014-06-21","2014-06-23","Second Class","NP-18325","TEC-PH-10002033","284.82",1,"0","74.0532","NP-18325","Naresj Patel","Consumer",70,"United States","Waynesboro","Virginia","22980","South","TEC-PH-10002033","Technology","Phones","Konftel 250 Conference phone Charcoal black"
692,"US-2014-117135","2014-06-21","2014-06-23","Second Class","NP-18325","OFF-ST-10002444","36.84",3,"0","10.3152","NP-18325","Naresj Patel","Consumer",70,"United States","Waynesboro","Virginia","22980","South","OFF-ST-10002444","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File"
693,"CA-2015-131534","2015-03-28","2015-04-02","Standard Class","AB-10165","TEC-AC-10002253","166.24",1,"0","24.936","AB-10165","Alan Barnes","Consumer",22,"United States","Los Angeles","California","90036","West","TEC-AC-10002253","Technology","Accessories","Imation Bio 8GB USB Flash Drive Imation Corp"
694,"CA-2015-131534","2015-03-28","2015-04-02","Standard Class","AB-10165","OFF-PA-10000743","33.4",5,"0","16.032","AB-10165","Alan Barnes","Consumer",22,"United States","Los Angeles","California","90036","West","OFF-PA-10000743","Office Supplies","Paper","Xerox 1977"
695,"CA-2015-119291","2015-05-14","2015-05-17","First Class","JO-15550","OFF-AR-10003373","198.272",8,"0.2","17.3488","JO-15550","Jesus Ocampo","Home Office",58,"United States","Chester","Pennsylvania","19013","East","OFF-AR-10003373","Office Supplies","Art","Boston School Pro Electric Pencil Sharpener  1670"
696,"CA-2015-119291","2015-05-14","2015-05-17","First Class","JO-15550","OFF-LA-10002312","47.36",4,"0.2","17.76","JO-15550","Jesus Ocampo","Home Office",58,"United States","Chester","Pennsylvania","19013","East","OFF-LA-10002312","Office Supplies","Labels","Avery 490"
697,"CA-2015-119291","2015-05-14","2015-05-17","First Class","JO-15550","OFF-EN-10000927","200.984",7,"0.2","62.8075","JO-15550","Jesus Ocampo","Home Office",58,"United States","Chester","Pennsylvania","19013","East","OFF-EN-10000927","Office Supplies","Envelopes","Jet-Pak Recycled Peel N Seal Padded Mailers"
698,"CA-2015-119291","2015-05-14","2015-05-17","First Class","JO-15550","OFF-LA-10003510","97.696",4,"0.2","31.7512","JO-15550","Jesus Ocampo","Home Office",58,"United States","Chester","Pennsylvania","19013","East","OFF-LA-10003510","Office Supplies","Labels","Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White"
699,"CA-2015-119291","2015-05-14","2015-05-17","First Class","JO-15550","OFF-AR-10001118","2.696",1,"0.2","0.8088","JO-15550","Jesus Ocampo","Home Office",58,"United States","Chester","Pennsylvania","19013","East","OFF-AR-10001118","Office Supplies","Art","Binney & Smith Crayola Metallic Crayons  16-Color Pack"
700,"CA-2015-119291","2015-05-14","2015-05-17","First Class","JO-15550","OFF-BI-10001575","18.588",2,"0.7","-13.6312","JO-15550","Jesus Ocampo","Home Office",58,"United States","Chester","Pennsylvania","19013","East","OFF-BI-10001575","Office Supplies","Binders","GBC Linen Binding Covers"
701,"CA-2015-119291","2015-05-14","2015-05-17","First Class","JO-15550","OFF-BI-10001982","4.896",3,"0.7","-3.4272","JO-15550","Jesus Ocampo","Home Office",58,"United States","Chester","Pennsylvania","19013","East","OFF-BI-10001982","Office Supplies","Binders","Wilson Jones Custom Binder Spines & Labels"
702,"CA-2017-114552","2017-09-02","2017-09-08","Standard Class","Dl-13600","FUR-FU-10002960","15.072",3,"0.2","4.1448","Dl-13600","Dorris liebe","Corporate",68,"United States","Pasadena","Texas","77506","Central","FUR-FU-10002960","Furniture","Furnishings","Eldon 200 Class Desk Accessories  Burgundy"
703,"CA-2016-163755","2016-11-04","2016-11-08","Second Class","AS-10285","FUR-FU-10003394","209.88",3,"0","35.6796","AS-10285","Alejandro Savely","Corporate",53,"United States","San Francisco","California","94109","West","FUR-FU-10003394","Furniture","Furnishings","Tenex The Solids Textured Chair Mats"
704,"CA-2015-142027","2015-04-09","2015-04-14","Standard Class","JK-15370","FUR-TA-10002774","369.912",3,"0.2","-13.8717","JK-15370","Jay Kimmel","Consumer",27,"United States","Long Beach","California","90805","West","FUR-TA-10002774","Furniture","Tables","Laminate Occasional Tables"
705,"CA-2014-138527","2014-09-12","2014-09-17","Standard Class","BN-11470","OFF-PA-10001800","10.368",2,"0.2","3.6288","BN-11470","Brad Norvell","Corporate",20,"United States","Cary","North Carolina","27511","South","OFF-PA-10001800","Office Supplies","Paper","Xerox 220"
706,"CA-2014-138527","2014-09-12","2014-09-17","Standard Class","BN-11470","OFF-AP-10001469","166.84",5,"0.2","18.7695","BN-11470","Brad Norvell","Corporate",20,"United States","Cary","North Carolina","27511","South","OFF-AP-10001469","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector"
707,"CA-2014-138527","2014-09-12","2014-09-17","Standard Class","BN-11470","TEC-AC-10002399","15.216",1,"0.2","2.2824","BN-11470","Brad Norvell","Corporate",20,"United States","Cary","North Carolina","27511","South","TEC-AC-10002399","Technology","Accessories","SanDisk Cruzer 32 GB USB Flash Drive"
708,"CA-2014-112158","2014-12-02","2014-12-04","First Class","DP-13165","TEC-AC-10003628","119.96",4,"0","52.7824","DP-13165","David Philippe","Consumer",50,"United States","New York City","New York","10035","East","TEC-AC-10003628","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling"
709,"CA-2014-112158","2014-12-02","2014-12-04","First Class","DP-13165","FUR-BO-10003272","883.92",5,"0.2","-110.49","DP-13165","David Philippe","Consumer",50,"United States","New York City","New York","10035","East","FUR-BO-10003272","Furniture","Bookcases","OSullivan Living Dimensions 5-Shelf Bookcases"
710,"CA-2014-112158","2014-12-02","2014-12-04","First Class","DP-13165","OFF-BI-10000050","46.72",8,"0.2","15.768","DP-13165","David Philippe","Consumer",50,"United States","New York City","New York","10035","East","OFF-BI-10000050","Office Supplies","Binders","Angle-D Binders with Locking Rings  Label Holders"
711,"CA-2014-113887","2014-04-05","2014-04-07","First Class","TH-21550","OFF-PA-10004071","55.48",1,"0","26.6304","TH-21550","Tracy Hopkins","Home Office",48,"United States","New York City","New York","10035","East","OFF-PA-10004071","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box"
712,"CA-2017-146136","2017-09-03","2017-09-07","Standard Class","AP-10915","OFF-EN-10001219","24.448",4,"0.2","8.8624","AP-10915","Arthur Prichep","Consumer",61,"United States","Palm Coast","Florida","32137","South","OFF-EN-10001219","Office Supplies","Envelopes","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes"
713,"US-2017-100048","2017-05-19","2017-05-24","Standard Class","RS-19765","OFF-AP-10001154","281.34",6,"0","109.7226","RS-19765","Roland Schwarz","Corporate",45,"United States","Mount Vernon","New York","10550","East","OFF-AP-10001154","Office Supplies","Appliances","Bionaire Personal Warm Mist Humidifier/Vaporizer"
714,"US-2017-100048","2017-05-19","2017-05-24","Standard Class","RS-19765","TEC-PH-10003012","307.98",2,"0","89.3142","RS-19765","Roland Schwarz","Corporate",45,"United States","Mount Vernon","New York","10550","East","TEC-PH-10003012","Technology","Phones","Nortel Meridian M3904 Professional Digital phone"
715,"US-2017-100048","2017-05-19","2017-05-24","Standard Class","RS-19765","TEC-AC-10001606","299.97",3,"0","113.9886","RS-19765","Roland Schwarz","Corporate",45,"United States","Mount Vernon","New York","10550","East","TEC-AC-10001606","Technology","Accessories","Logitech Wireless Performance Mouse MX for PC and Mac"
716,"CA-2014-153150","2014-07-01","2014-07-06","Second Class","Dl-13600","OFF-BI-10003355","19.92",5,"0.2","6.972","Dl-13600","Dorris liebe","Corporate",68,"United States","Pasadena","Texas","77506","Central","OFF-BI-10003355","Office Supplies","Binders","Cardinal Holdit Business Card Pockets"
717,"CA-2014-130092","2014-01-11","2014-01-14","First Class","SV-20365","FUR-FU-10000010","9.94",2,"0","3.0814","SV-20365","Seth Vernon","Consumer",22,"United States","Dover","Delaware","19901","East","FUR-FU-10000010","Furniture","Furnishings","DAX Value U-Channel Document Frames  Easel Back"
718,"CA-2017-108910","2017-09-24","2017-09-29","Standard Class","KC-16540","FUR-FU-10002253","103.056",3,"0.2","24.4758","KC-16540","Kelly Collister","Consumer",39,"United States","San Diego","California","92037","West","FUR-FU-10002253","Furniture","Furnishings","Howard Miller 13 Diameter Pewter Finish Round Wall Clock"
719,"CA-2014-104472","2014-06-02","2014-06-07","Standard Class","CK-12325","OFF-BI-10001658","59.808",3,"0.2","19.4376","CK-12325","Christine Kargatis","Home Office",53,"United States","Orem","Utah","84057","West","OFF-BI-10001658","Office Supplies","Binders","GBC Standard Therm-A-Bind Covers"
720,"CA-2014-104472","2014-06-02","2014-06-07","Standard Class","CK-12325","FUR-FU-10000246","73.32",6,"0","21.996","CK-12325","Christine Kargatis","Home Office",53,"United States","Orem","Utah","84057","West","FUR-FU-10000246","Furniture","Furnishings","Aluminum Document Frame"
721,"CA-2016-112942","2016-02-13","2016-02-18","Standard Class","RD-19810","OFF-PA-10004092","146.82",3,"0","73.41","RD-19810","Ross DeVincentis","Home Office",35,"United States","Los Angeles","California","90045","West","OFF-PA-10004092","Office Supplies","Paper","Tops Green Bar Computer Printout Paper"
722,"CA-2016-142335","2016-12-15","2016-12-19","Standard Class","MP-17965","FUR-TA-10000198","1652.94",3,"0","231.4116","MP-17965","Michael Paige","Corporate",18,"United States","Lawrence","Massachusetts","1841","East","FUR-TA-10000198","Furniture","Tables","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases"
723,"CA-2016-142335","2016-12-15","2016-12-19","Standard Class","MP-17965","OFF-ST-10000036","296.37",3,"0","80.0199","MP-17965","Michael Paige","Corporate",18,"United States","Lawrence","Massachusetts","1841","East","OFF-ST-10000036","Office Supplies","Storage","Recycled Data-Pak for Archival Bound Computer Printouts  12-1/2 x 12-1/2 x 16"
724,"CA-2014-117429","2014-10-07","2014-10-13","Standard Class","MR-17545","FUR-FU-10000222","129.92",5,"0.2","21.112","MR-17545","Mathew Reese","Home Office",37,"United States","Philadelphia","Pennsylvania","19140","East","FUR-FU-10000222","Furniture","Furnishings","Seth Thomas 16 Steel Case Clock"
725,"CA-2016-114713","2016-07-07","2016-07-12","Standard Class","SC-20695","OFF-SU-10004664","45.584",7,"0.2","5.1282","SC-20695","Steve Chapman","Corporate",46,"United States","Hialeah","Florida","33012","South","OFF-SU-10004664","Office Supplies","Supplies","Acme Softgrip Scissors"
726,"CA-2017-144113","2017-09-16","2017-09-20","Standard Class","JF-15355","OFF-EN-10001141","17.568",2,"0.2","6.3684","JF-15355","Jay Fein","Consumer",70,"United States","Austin","Texas","78745","Central","OFF-EN-10001141","Office Supplies","Envelopes","Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9"
727,"CA-2017-144113","2017-09-16","2017-09-20","Standard Class","JF-15355","TEC-PH-10002170","55.992",1,"0.2","5.5992","JF-15355","Jay Fein","Consumer",70,"United States","Austin","Texas","78745","Central","TEC-PH-10002170","Technology","Phones","ClearSounds CSC500 Amplified Spirit Phone Corded phone"
728,"US-2016-150861","2016-12-03","2016-12-06","First Class","EG-13900","OFF-PA-10001954","182.72",8,"0","84.0512","EG-13900","Emily Grady","Consumer",60,"United States","Oceanside","New York","11572","East","OFF-PA-10001954","Office Supplies","Paper","Xerox 1964"
729,"US-2016-150861","2016-12-03","2016-12-06","First Class","EG-13900","FUR-TA-10002228","400.032",2,"0.4","-153.3456","EG-13900","Emily Grady","Consumer",60,"United States","Oceanside","New York","11572","East","FUR-TA-10002228","Furniture","Tables","Bevis Traditional Conference Table Top  Plinth Base"
730,"US-2016-150861","2016-12-03","2016-12-06","First Class","EG-13900","OFF-ST-10004634","33.63",3,"0","10.089","EG-13900","Emily Grady","Consumer",60,"United States","Oceanside","New York","11572","East","OFF-ST-10004634","Office Supplies","Storage","Personal Folder Holder  Ebony"
731,"US-2016-150861","2016-12-03","2016-12-06","First Class","EG-13900","FUR-CH-10002965","542.646",3,"0.1","102.4998","EG-13900","Emily Grady","Consumer",60,"United States","Oceanside","New York","11572","East","FUR-CH-10002965","Furniture","Chairs","Global Leather Highback Executive Chair with Pneumatic Height Adjustment  Black"
732,"US-2016-150861","2016-12-03","2016-12-06","First Class","EG-13900","OFF-LA-10001317","6.3",2,"0","3.024","EG-13900","Emily Grady","Consumer",60,"United States","Oceanside","New York","11572","East","OFF-LA-10001317","Office Supplies","Labels","Avery 520"
733,"CA-2017-131954","2017-01-21","2017-01-25","Standard Class","DS-13030","OFF-ST-10000736","242.94",3,"0","9.7176","DS-13030","Darrin Sayre","Home Office",62,"United States","Seattle","Washington","98115","West","OFF-ST-10000736","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black"
734,"CA-2017-131954","2017-01-21","2017-01-25","Standard Class","DS-13030","TEC-AC-10003610","179.97",3,"0","86.3856","DS-13030","Darrin Sayre","Home Office",62,"United States","Seattle","Washington","98115","West","TEC-AC-10003610","Technology","Accessories","Logitech Illuminated - Keyboard"
735,"CA-2017-131954","2017-01-21","2017-01-25","Standard Class","DS-13030","OFF-BI-10003982","99.696",6,"0.2","33.6474","DS-13030","Darrin Sayre","Home Office",62,"United States","Seattle","Washington","98115","West","OFF-BI-10003982","Office Supplies","Binders","Wilson Jones Century Plastic Molded Ring Binders"
736,"CA-2017-131954","2017-01-21","2017-01-25","Standard Class","DS-13030","OFF-BI-10003291","27.936",4,"0.2","9.4284","DS-13030","Darrin Sayre","Home Office",62,"United States","Seattle","Washington","98115","West","OFF-BI-10003291","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings"
737,"CA-2017-131954","2017-01-21","2017-01-25","Standard Class","DS-13030","FUR-BO-10001619","84.98",1,"0","18.6956","DS-13030","Darrin Sayre","Home Office",62,"United States","Seattle","Washington","98115","West","FUR-BO-10001619","Furniture","Bookcases","OSullivan Cherrywood Estates Traditional Bookcase"
738,"CA-2017-131954","2017-01-21","2017-01-25","Standard Class","DS-13030","OFF-BI-10000138","18.72",5,"0.2","6.552","DS-13030","Darrin Sayre","Home Office",62,"United States","Seattle","Washington","98115","West","OFF-BI-10000138","Office Supplies","Binders","Acco Translucent Poly Ring Binders"
739,"CA-2014-132500","2014-09-08","2014-09-12","Standard Class","GZ-14470","TEC-AC-10001383","49.98",2,"0","8.4966","GZ-14470","Gary Zandusky","Consumer",64,"United States","Rochester","Minnesota","55901","Central","TEC-AC-10001383","Technology","Accessories","Logitech Wireless Touch Keyboard K400"
740,"CA-2014-112326","2014-01-04","2014-01-08","Standard Class","PO-19195","OFF-LA-10003223","11.784",3,"0.2","4.2717","PO-19195","Phillina Ober","Home Office",45,"United States","Naperville","Illinois","60540","Central","OFF-LA-10003223","Office Supplies","Labels","Avery 508"
741,"CA-2014-112326","2014-01-04","2014-01-08","Standard Class","PO-19195","OFF-ST-10002743","272.736",3,"0.2","-64.7748","PO-19195","Phillina Ober","Home Office",45,"United States","Naperville","Illinois","60540","Central","OFF-ST-10002743","Office Supplies","Storage","SAFCO Boltless Steel Shelving"
742,"CA-2014-112326","2014-01-04","2014-01-08","Standard Class","PO-19195","OFF-BI-10004094","3.54",2,"0.8","-5.487","PO-19195","Phillina Ober","Home Office",45,"United States","Naperville","Illinois","60540","Central","OFF-BI-10004094","Office Supplies","Binders","GBC Standard Plastic Binding Systems Combs"
743,"US-2016-146710","2016-08-27","2016-09-01","Standard Class","SS-20875","OFF-SU-10004498","51.52",5,"0.2","-10.948","SS-20875","Sung Shariari","Consumer",18,"United States","Dallas","Texas","75220","Central","OFF-SU-10004498","Office Supplies","Supplies","Martin-Yale Premier Letter Opener"
744,"US-2016-146710","2016-08-27","2016-09-01","Standard Class","SS-20875","OFF-PA-10002615","3.528",1,"0.2","1.1466","SS-20875","Sung Shariari","Consumer",18,"United States","Dallas","Texas","75220","Central","OFF-PA-10002615","Office Supplies","Paper","Ampad Gold Fibre Wirebound Steno Books  6 x 9  Gregg Ruled"
745,"US-2016-146710","2016-08-27","2016-09-01","Standard Class","SS-20875","OFF-PA-10004971","4.624",1,"0.2","1.6762","SS-20875","Sung Shariari","Consumer",18,"United States","Dallas","Texas","75220","Central","OFF-PA-10004971","Office Supplies","Paper","Xerox 196"
746,"US-2016-146710","2016-08-27","2016-09-01","Standard Class","SS-20875","OFF-SU-10004261","55.168",4,"0.2","6.2064","SS-20875","Sung Shariari","Consumer",18,"United States","Dallas","Texas","75220","Central","OFF-SU-10004261","Office Supplies","Supplies","Fiskars 8 Scissors  2/Pack"
747,"CA-2014-124429","2014-05-27","2014-05-27","Same Day","MH-17785","FUR-TA-10002607","567.12",10,"0.2","-28.356","MH-17785","Maya Herman","Corporate",51,"United States","Lindenhurst","New York","11757","East","FUR-TA-10002607","Furniture","Tables","KI Conference Tables"
748,"CA-2014-124429","2014-05-27","2014-05-27","Same Day","MH-17785","OFF-ST-10001809","359.32",4,"0","7.1864","MH-17785","Maya Herman","Corporate",51,"United States","Lindenhurst","New York","11757","East","OFF-ST-10001809","Office Supplies","Storage","Fellowes Officeware Wire Shelving"
749,"CA-2016-150889","2016-03-20","2016-03-22","Second Class","PB-19105","TEC-PH-10000004","11.992",1,"0.2","0.8994","PB-19105","Peter Buhler","Consumer",32,"United States","Evanston","Illinois","60201","Central","TEC-PH-10000004","Technology","Phones","Belkin iPhone and iPad Lightning Cable"
750,"CA-2017-126074","2017-10-02","2017-10-06","Standard Class","RF-19735","OFF-BI-10003638","58.05",3,"0","26.703","RF-19735","Roland Fjeld","Consumer",38,"United States","Trenton","Michigan","48183","Central","OFF-BI-10003638","Office Supplies","Binders","GBC Durable Plastic Covers"
751,"CA-2017-126074","2017-10-02","2017-10-06","Standard Class","RF-19735","FUR-FU-10003577","157.74",11,"0","56.7864","RF-19735","Roland Fjeld","Consumer",38,"United States","Trenton","Michigan","48183","Central","FUR-FU-10003577","Furniture","Furnishings","Nu-Dell Leatherette Frames"
752,"CA-2017-126074","2017-10-02","2017-10-06","Standard Class","RF-19735","OFF-AR-10003478","56.98",7,"0","22.792","RF-19735","Roland Fjeld","Consumer",38,"United States","Trenton","Michigan","48183","Central","OFF-AR-10003478","Office Supplies","Art","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters  4/Pack"
753,"CA-2017-126074","2017-10-02","2017-10-06","Standard Class","RF-19735","OFF-BI-10000546","2.88",1,"0","1.4112","RF-19735","Roland Fjeld","Consumer",38,"United States","Trenton","Michigan","48183","Central","OFF-BI-10000546","Office Supplies","Binders","Avery Durable Binders"
754,"CA-2016-110499","2016-04-07","2016-04-09","First Class","YC-21895","TEC-CO-10002095","1199.976",3,"0.2","374.9925","YC-21895","Yoseph Carroll","Corporate",42,"United States","San Francisco","California","94110","West","TEC-CO-10002095","Technology","Copiers","Hewlett Packard 610 Color Digital Copier / Printer"
755,"CA-2015-135272","2015-12-07","2015-12-12","Standard Class","MS-17830","FUR-FU-10002759","79.92",4,"0","28.7712","MS-17830","Melanie Seite","Consumer",61,"United States","Laredo","Texas","78041","Central","FUR-FU-10002759","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock"
756,"CA-2016-140928","2016-09-18","2016-09-22","Standard Class","NB-18655","FUR-TA-10001095","383.438",4,"0.45","-167.3184","NB-18655","Nona Balk","Corporate",42,"United States","Dallas","Texas","75217","Central","FUR-TA-10001095","Furniture","Tables","Chromcraft Round Conference Tables"
757,"CA-2014-106803","2014-12-29","2015-01-02","Standard Class","DC-13285","OFF-ST-10002444","24.56",2,"0","6.8768","DC-13285","Debra Catini","Consumer",48,"United States","Cottage Grove","Minnesota","55016","Central","OFF-ST-10002444","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File"
758,"CA-2014-106803","2014-12-29","2015-01-02","Standard Class","DC-13285","TEC-AC-10001267","119.8",4,"0","47.92","DC-13285","Debra Catini","Consumer",48,"United States","Cottage Grove","Minnesota","55016","Central","TEC-AC-10001267","Technology","Accessories","Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ..."
759,"CA-2017-117240","2017-07-23","2017-07-28","Standard Class","CP-12340","OFF-BI-10000848","13.128",3,"0.2","4.2666","CP-12340","Christine Phan","Corporate",38,"United States","New York City","New York","10009","East","OFF-BI-10000848","Office Supplies","Binders","Angle-D Ring Binders"
760,"CA-2017-133333","2017-09-18","2017-09-22","Standard Class","BF-11020","OFF-PA-10002377","22.72",4,"0","10.224","BF-11020","Barry Franzosisch","Corporate",67,"United States","Green Bay","Wisconsin","54302","Central","OFF-PA-10002377","Office Supplies","Paper","Xerox 1916"
761,"CA-2015-112319","2015-08-31","2015-09-05","Standard Class","AR-10510","OFF-PA-10003441","58.32",9,"0","27.9936","AR-10510","Andrew Roberts","Consumer",58,"United States","Philadelphia","Pennsylvania","19134","East","OFF-PA-10003441","Office Supplies","Paper","Xerox 226"
762,"CA-2017-126046","2017-11-03","2017-11-07","Standard Class","JC-16105","OFF-LA-10004484","12.39",3,"0","5.6994","JC-16105","Julie Creighton","Corporate",56,"United States","Durham","North Carolina","27707","South","OFF-LA-10004484","Office Supplies","Labels","Avery 476"
763,"CA-2015-114923","2015-02-08","2015-02-13","Standard Class","LH-17020","TEC-PH-10003931","107.982",3,"0.4","-26.9955","LH-17020","Lisa Hazard","Consumer",60,"United States","Columbus","Ohio","43229","East","TEC-PH-10003931","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker"
764,"CA-2014-162775","2014-01-13","2014-01-15","Second Class","CS-12250","OFF-EN-10001990","11.36",2,"0","5.3392","CS-12250","Chris Selesnick","Corporate",59,"United States","Bossier City","Louisiana","71111","South","OFF-EN-10001990","Office Supplies","Envelopes","Staple envelope"
765,"CA-2014-162775","2014-01-13","2014-01-15","Second Class","CS-12250","OFF-EN-10001532","50.94",3,"0","25.47","CS-12250","Chris Selesnick","Corporate",59,"United States","Bossier City","Louisiana","71111","South","OFF-EN-10001532","Office Supplies","Envelopes","Brown Kraft Recycled Envelopes"
766,"CA-2014-162775","2014-01-13","2014-01-15","Second Class","CS-12250","TEC-AC-10003174","646.74",6,"0","258.696","CS-12250","Chris Selesnick","Corporate",59,"United States","Bossier City","Louisiana","71111","South","TEC-AC-10003174","Technology","Accessories","Plantronics S12 Corded Telephone Headset System"
767,"CA-2014-162775","2014-01-13","2014-01-15","Second Class","CS-12250","OFF-BI-10004187","5.64",3,"0","2.7072","CS-12250","Chris Selesnick","Corporate",59,"United States","Bossier City","Louisiana","71111","South","OFF-BI-10004187","Office Supplies","Binders","3-ring staple pack"
768,"CA-2014-162775","2014-01-13","2014-01-15","Second Class","CS-12250","OFF-ST-10000025","572.58",6,"0","34.3548","CS-12250","Chris Selesnick","Corporate",59,"United States","Bossier City","Louisiana","71111","South","OFF-ST-10000025","Office Supplies","Storage","Fellowes Stor/Drawer Steel Plus Storage Drawers"
769,"CA-2014-106810","2014-05-14","2014-05-20","Standard Class","AJ-10795","FUR-FU-10004306","310.88",2,"0.2","23.316","AJ-10795","Anthony Johnson","Corporate",27,"United States","Saint Petersburg","Florida","33710","South","FUR-FU-10004306","Furniture","Furnishings","Electrix Halogen Magnifier Lamp"
770,"CA-2016-157245","2016-05-19","2016-05-24","Standard Class","LE-16810","FUR-CH-10003746","641.96",2,"0","179.7488","LE-16810","Laurel Elliston","Consumer",62,"United States","Whittier","California","90604","West","FUR-CH-10003746","Furniture","Chairs","Hon 4070 Series Pagoda Round Back Stacking Chairs"
771,"CA-2017-104220","2017-01-30","2017-02-05","Standard Class","BV-11245","OFF-BI-10001036","18.28",2,"0","9.14","BV-11245","Benjamin Venier","Corporate",46,"United States","Des Moines","Iowa","50315","Central","OFF-BI-10001036","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders"
772,"CA-2017-104220","2017-01-30","2017-02-05","Standard Class","BV-11245","TEC-PH-10004614","207",3,"0","51.75","BV-11245","Benjamin Venier","Corporate",46,"United States","Des Moines","Iowa","50315","Central","TEC-PH-10004614","Technology","Phones","AT&T 841000 Phone"
773,"CA-2017-104220","2017-01-30","2017-02-05","Standard Class","BV-11245","OFF-BI-10000301","32.35",5,"0","16.175","BV-11245","Benjamin Venier","Corporate",46,"United States","Des Moines","Iowa","50315","Central","OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit"
774,"CA-2017-104220","2017-01-30","2017-02-05","Standard Class","BV-11245","OFF-BI-10003910","7.71",1,"0","3.4695","BV-11245","Benjamin Venier","Corporate",46,"United States","Des Moines","Iowa","50315","Central","OFF-BI-10003910","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings by Samsill"
775,"CA-2017-104220","2017-01-30","2017-02-05","Standard Class","BV-11245","OFF-AR-10004648","40.3",2,"0","10.881","BV-11245","Benjamin Venier","Corporate",46,"United States","Des Moines","Iowa","50315","Central","OFF-AR-10004648","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener"
776,"CA-2017-104220","2017-01-30","2017-02-05","Standard Class","BV-11245","FUR-FU-10002597","34.58",7,"0","14.5236","BV-11245","Benjamin Venier","Corporate",46,"United States","Des Moines","Iowa","50315","Central","FUR-FU-10002597","Furniture","Furnishings","C-Line Magnetic Cubicle Keepers  Clear Polypropylene"
777,"CA-2014-165974","2014-06-29","2014-07-06","Standard Class","DL-12865","OFF-AR-10003405","32.76",7,"0.2","3.6855","DL-12865","Dan Lawera","Consumer",26,"United States","Cincinnati","Ohio","45231","East","OFF-AR-10003405","Office Supplies","Art","Dixon My First Ticonderoga Pencil  #2"
778,"CA-2015-144267","2015-08-21","2015-08-23","First Class","NZ-18565","FUR-CH-10002335","544.008",3,"0.2","40.8006","NZ-18565","Nick Zandusky","Home Office",23,"United States","Columbus","Ohio","43229","East","FUR-CH-10002335","Furniture","Chairs","Hon GuestStacker Chair"
779,"CA-2015-144267","2015-08-21","2015-08-23","First Class","NZ-18565","OFF-PA-10000157","59.94",3,"0","28.1718","NZ-18565","Nick Zandusky","Home Office",23,"United States","Columbus","Ohio","43229","East","OFF-PA-10000157","Office Supplies","Paper","Xerox 191"
780,"CA-2015-144267","2015-08-21","2015-08-23","First Class","NZ-18565","OFF-PA-10001947","23.92",4,"0","11.7208","NZ-18565","Nick Zandusky","Home Office",23,"United States","Columbus","Ohio","43229","East","OFF-PA-10001947","Office Supplies","Paper","Xerox 1974"
781,"CA-2015-144267","2015-08-21","2015-08-23","First Class","NZ-18565","OFF-PA-10003657","4.28",1,"0","1.926","NZ-18565","Nick Zandusky","Home Office",23,"United States","Columbus","Ohio","43229","East","OFF-PA-10003657","Office Supplies","Paper","Xerox 1927"
782,"US-2015-157014","2015-10-03","2015-10-06","Second Class","BM-11785","OFF-BI-10001098","32.07",5,"0.7","-22.449","BM-11785","Bryan Mills","Consumer",31,"United States","Columbus","Ohio","43229","East","OFF-BI-10001098","Office Supplies","Binders","Acco D-Ring Binder w/DublLock"
783,"US-2015-157014","2015-10-03","2015-10-06","Second Class","BM-11785","TEC-AC-10002167","24",2,"0.2","-2.7","BM-11785","Bryan Mills","Consumer",31,"United States","Columbus","Ohio","43229","East","TEC-AC-10002167","Technology","Accessories","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive"
